WAA ID,MSSIH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVMILE,MSSIH_EVENT_SMAS_SAMPLE_DATE,MSSIH_REPLICATE,MSSIH_BIOSAMPLE_COLLECT_METHOD,MSSIH_TAXONOMIST,MSDH_GENSPECIES,MSDH_INDIVIDUAL_SPECIES_CNT,MSSIH_TOTAL_INDIV_CNT_IND,MSSIH_TOTAL_INDIV_CNT_NOTE,PercentWTSorted,#_Grids,Presence/Absence_%,PDE_(precision counts)_%,PTD_(taxonomic_disagreement)_%,Client_Project_Name
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,maccaffertium_vicarium,8,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,orthocladius_sp.,7,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,chimarra_aterrima?,6,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,tvetenia_vitracies,5,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,cricotopus_trifascia_gr.,4,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,microtendipes_pedellus_gr.,4,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,caenis_sp.,4,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,serratella_deficiens,4,100,Teloganopsis deficiens,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,psephenus_herricki,3,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,stenelmis_sp.,3,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,optioservus_sp.,3,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,caecidotea_sp.,2,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,polypedilum_flavum,1,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,undetermined_ceratopogonidae,1,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,rhyacophila_fuscula,1,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,physella_sp.,1,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,ceratopsyche_slossonae,1,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,ectopria_sp.,1,100,,1.821862348,,,,,RIBS Screening
470.16-099,01-CATT-58.9,1,CATT,58.9,9/16/2020,1,Kick: Standard,WAA,tanytarsus_sp.,1,100,,1.821862348,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,baetis_intercalaris,34,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,maccaffertium_terminatum,9,100,7 agg,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,tanytarsus_sp.,8,100,1 agg,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,4,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,cricotopus_bicinctus,3,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,optioservus_sp.,3,100,1A,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,chimarra_obscura,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,caenis_sp.,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,hemerodromia_sp.,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,psephenus_herricki,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,chimarra_aterrima?,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,agnetina_capitata,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,anthopotamus_sp.,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,sublettea_coffmani,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,stenelmis_sp.,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,baetis_flavistriga,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,plauditus_sp.,2,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,cricotopus_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,rheotanytarsus_pellucidus,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,stempellinella_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,orthocladius_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,microtendipes_rydalensis_gr.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,pseudochironomus_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,polypedilum_aviceps,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,undetermined_ceratopogonidae,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,isonychia_bicolor,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,rheocricotopus_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,physella_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,acentrella_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-101,01-CAZE_E-6.3,1,CAZE_E,6.3,9/16/2020,1,Kick: Standard,WAA,antocha_sp.,1,100,,2.049180328,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,maccaffertium_vicarium,20,100,6 agg,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,caenis_sp.,12,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,11,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,chimarra_obscura,10,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,maccaffertium_terminatum,9,100,3 agg,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,psephenus_herricki,5,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,chimarra_aterrima?,5,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,tricorythodes,3,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,anthopotamus_sp.,3,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,3,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,ceratopsyche_sparna,3,100,1 agg,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,undetermined_gomphidae,1,100,early,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,petrophila_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,berosus_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,stenelmis_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,undetermined_ceratopogonidae,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,oecetis_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,hydropsyche_scalaris,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,undetermined_turbellaria,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,tanytarsus_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,tvetenia_vitracies,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,dicranota_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,undetermined_lumbriculidae,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,polypedilum_flavum,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,stempellinella_sp.,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,isonychia_bicolor,1,100,,0.643086817,,,,,RIBS Screening
470.16-102,01-CAZE_W-0.6,1,CAZE_W,0.6,9/16/2020,1,Kick: Standard,WAA,hydropsyche_sp.,1,100,"early, unique",0.643086817,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,chimarra_obscura,32,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,maccaffertium_vicarium,16,100,15 agg,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,15,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,baetis_intercalaris,9,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,5,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,cardiocladius_obscurus,4,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,undetermined_lumbriculidae,4,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,stenelmis_sp.,3,100,1A,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,cricotopus_trifascia_gr.,3,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,psephenus_herricki,3,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,hydropsyche_sp.,2,100,early,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,polypedilum_flavum,1,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,rheotanytarsus_exiguus_gr.,1,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,tvetenia_vitracies,1,100,,8.532423208,,,,,RIBS Screening
470.16-103,01-CAZE-1.6,1,CAZE,1.6,9/15/2020,1,Kick: Standard,WAA,petrophila_sp.,1,100,,8.532423208,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,34,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,21,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,tipula_sp.,9,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,chimarra_obscura,8,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,paragnetina_immarginata,3,100,2 agg,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,microtendipes_pedellus_gr.,3,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,psephenus_herricki,3,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,hexatoma_sp.,2,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,baetis_intercalaris,2,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,caenis_sp.,2,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,dubiraphia_sp.,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,polypedilum_laetum,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,stictochironomus_sp.,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,chimarra_aterrima?,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,optioservus_sp.,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,undetermined_turbellaria,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,plauditus_sp.,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,undet._tubificidae_w/o_cap._setae,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,maccaffertium_sp.,1,100,early,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,baetis_flavistriga,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,hemerodromia_sp.,1,100,,43.28358209,,,,,RIBS Screening
470.16-104,01-CHAU-0.4,1,CHAU,0.4,9/16/2020,1,Kick: Standard,WAA,undetermined_nemertea,1,100,,43.28358209,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,psephenus_herricki,22,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,maccaffertium_vicarium,16,100,10 agg,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,15,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,chimarra_aterrima?,14,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,chimarra_obscura,8,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,stenacron_sp.,6,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,thienemannimyia_gr._spp.,5,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,dicranota_sp.,4,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,hydropsyche_betteni,3,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,tanytarsus_sp.,2,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,baetis_intercalaris,1,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,rheotanytarsus_pellucidus,1,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,caenis_sp.,1,100,,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,undetermined_gomphidae,1,100,early,3.144654088,,,,,RIBS Screening
470.16-105,01-CLAR_N-7.4,1,CLAR_N,7.4,9/16/2020,1,Kick: Standard,WAA,undetermined_tabanidae,1,100,,3.144654088,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,optioservus_sp.,24,100,11A,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,leuctra_sp.,17,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,agnetina_capitata,7,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,dolophilodes_sp.,6,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,dicranota_sp.,6,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,5,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,ceratopsyche_slossonae,4,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,maccaffertium_terminatum,3,100,2 agg,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,paraleptophlebia_sp.,3,100,"Neoleptophlebia, 1 agg",6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,nigronia_serricornis,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,hexatoma_sp.,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,psephenus_herricki,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,tvetenia_bavarica_gr.,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,rhithrogena_sp.,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,boyeria_sp.,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,baetis_intercalaris,2,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,baetis_tricaudatus,2,100,Tricaudatus Complex,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,acroneuria_lycorias,1,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,epeorus_sp.,1,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,parametriocnemus_sp.,1,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,rhyacophila_sp.,1,100,early,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,undetermined_ceratopogonidae,1,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,diphetor_hageni,1,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,parachaetocladius_sp.,1,100,,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,ephemerella_sp.,1,100,early,6.108897742,,,,,RIBS Screening
470.16-106,01-CLAR-18.5,1,CLAR,18.5,9/16/2020,1,Kick: Standard,WAA,tipula_sp.,1,100,,6.108897742,,,,,RIBS Screening
470.16-107,01-CLEA-0.1,1,CLEA,0.1,9/15/2020,1,Kick: Standard,WAA,cheumatopsyche_sp.,21,100,,1.030927835,,,,,RIBS Screening
470.16-107,01-CLEA-0.1,1,CLEA,0.1,9/15/2020,1,Kick: Standard,WAA,optioservus_sp.,15,100,1A,1.030927835,,,,,RIBS Screening
470.16-107,01-CLEA-0.1,1,CLEA,0.1,9/15/2020,1,Kick: Standard,WAA,ceratopsyche_bronta,13,100,1 agg,1.030927835,,,,,RIBS Screening
470.16-107,01-CLEA-0.1,1,CLEA,0.1,9/15/2020,1,Kick: Standard,WAA,maccaffertium_vicarium,9,100,7 agg,1.030927835,,,,,RIBS Screening
